var_cp	var_char	reg_cp	reg_char	remarks
U+5FC4	忄	U+5FC3	心	src=Var-to-Rep
U+2ED99	𮶙	U+8266	艦	src=Var-to-Rep
U+5151	兑	U+514C	兌	src=Var-to-Rep
U+79D0	秐	U+8018	耘	src=Var-to-Rep
U+80D1	胑	U+80A2	肢	src=Var-to-Rep
U+2C0F7	𬃷	U+68D7	棗	src=Var-to-Rep
U+57F6	埶	U+85DD	藝	src=Var-to-Rep
U+79C7	秇	U+85DD	藝	src=Var-to-Rep
U+84FA	蓺	U+85DD	藝	src=Var-to-Rep
U+2695D	𦥝	U+8200	舀	src=Var-to-Rep
U+45E6	䗦	U+8702	蜂	src=Var-to-Rep
U+5106	儆	U+8B66	警	src=Var-to-Rep
U+4543	䕃	U+852D	蔭	src=Var-to-Rep
U+2174F	𡝏	U+5B2A	嬪	src=Var-to-Rep
U+21D13	𡴓	U+5B2A	嬪	src=Var-to-Rep
U+2061D	𠘝	U+7028	瀨	src=Var-to-Rep
U+9EAF	麯	U+9EB4	麴	reverse-dropped:麴→麯 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+5BDA	寚	U+5BF6	寶	src=Var-to-Rep
U+5E85	庅	U+9EBC	麼	src=Var-to-Rep
U+9EBD	麽	U+9EBC	麼	var-also-canonical-elsewhere; src=Var-to-Rep
U+9C32	鰲	U+9F07	鼇	reverse-dropped:鼇→鰲 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+68C5	棅	U+67C4	柄	src=Var-to-Rep
U+757A	畺	U+7586	疆	src=Var-to-Rep
U+3E11	㸑	U+7228	爨	src=Var-to-Rep
U+9262	鉢	U+7F3D	缽	reverse-dropped:缽→鉢 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+23E27	𣸧	U+6DF1	深	src=Var-to-Rep
U+2BBDB	𫯛	U+5929	天	src=Var-to-Rep
U+975D	靝	U+5929	天	src=Var-to-Rep
U+9B66	魦	U+9BCA	鯊	src=Var-to-Rep
U+8B9B	讛	U+56C8	囈	src=Var-to-Rep
U+8462	葢	U+84CB	蓋	src=Var-to-Rep
U+3CDF	㳟	U+606D	恭	src=Var-to-Rep
U+6A4A	橊	U+69B4	榴	src=Var-to-Rep
U+9AD9	髙	U+9AD8	高	src=Var-to-Rep
U+201DD	𠇝	U+525B	剛	src=Var-to-Rep
U+8D78	赸	U+8A15	訕	src=Var-to-Rep
U+6EFA	滺	U+60A0	悠	src=Var-to-Rep
U+771E	眞	U+771F	真	src=Var-to-Rep
U+7D1F	紟	U+895F	襟	src=Var-to-Rep
U+887F	衿	U+895F	襟	src=Var-to-Rep
U+2F895	弢	U+97DC	韜	src=Var-to-Rep
U+5F22	弢	U+97DC	韜	src=Var-to-Rep
U+5202	刂	U+5200	刀	src=Var-to-Rep
U+78EA	磪	U+5D14	崔	src=Var-to-Rep
U+22838	𢠸	U+619A	憚	src=Var-to-Rep
U+89E7	觧	U+89E3	解	src=Var-to-Rep
U+49A8	䦨	U+95CC	闌	src=Var-to-Rep
U+369D	㚝	U+594E	奎	src=Var-to-Rep
U+595E	奞	U+594E	奎	src=Var-to-Rep
U+5C19	尙	U+5C1A	尚	src=Var-to-Rep
U+97A7	鞧	U+97A6	鞦	src=Var-to-Rep
U+99BF	馿	U+9A62	驢	src=Var-to-Rep
U+2865E	𨙞	U+9077	遷	src=Var-to-Rep
U+5DC9	巉	U+5D84	嶄	src=Var-to-Rep
U+78DB	磛	U+5D84	嶄	src=Var-to-Rep
U+27255	𧉕	U+8836	蠶	src=Var-to-Rep
U+5729	圩	U+589F	墟	src=Var-to-Rep
U+7E94	纔	U+624D	才	reverse-dropped:才→纔 (Var-to-Rep preferred over GB2013); src=Var-to-Rep
U+6AB4	檴	U+7A6B	穫	src=Var-to-Rep
U+9EB0	麰	U+725F	牟	src=Var-to-Rep
U+53C5	叅	U+53C3	參	src=Var-to-Rep
U+8593	薓	U+53C3	參	src=Var-to-Rep
U+564F	噏	U+5438	吸	src=Var-to-Rep
U+5474	呴	U+8A6C	詬	src=Var-to-Rep
U+8A3D	訽	U+8A6C	詬	src=Var-to-Rep
U+6A37	樷	U+53E2	叢	src=Var-to-Rep
U+7FA1	羡	U+7FA8	羨	src=Var-to-Rep
U+2899F	𨦟	U+92D2	鋒	src=Var-to-Rep
U+7DAB	綫	U+7DDA	線	reverse-dropped:線→綫 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+2592E	𥤮	U+7A81	突	src=Var-to-Rep
U+3FF7	㿷	U+7CD9	糙	src=Var-to-Rep
U+5A2C	娬	U+5AF5	嫵	src=Var-to-Rep
U+2231B	𢌛	U+5EF6	延	src=Var-to-Rep
U+3935	㤵	U+6148	慈	src=Var-to-Rep
U+52F9	勹	U+5305	包	src=Var-to-Rep
U+9ED2	黒	U+9ED1	黑	src=Var-to-Rep
U+5B7E	孾	U+5B30	嬰	src=Var-to-Rep
U+2060A	𠘊	U+6FC3	濃	src=Var-to-Rep
U+22960	𢥠	U+609A	悚	src=Var-to-Rep
U+27E16	𧸖	U+8CFA	賺	src=Var-to-Rep
U+8D03	贃	U+8CFA	賺	src=Var-to-Rep
U+5C32	尲	U+5C37	尷	src=Var-to-Rep
U+965C	陜	U+72F9	狹	src=Var-to-Rep
U+7D76	絶	U+7D55	絕	var-also-canonical-elsewhere; src=Var-to-Rep
U+8DAE	趮	U+8E81	躁	src=Var-to-Rep
U+8088	肈	U+8087	肇	src=Var-to-Rep
U+2125F	𡉟	U+58EF	壯	src=Var-to-Rep
U+754E	畎	U+753D	甽	src=Var-to-Rep
U+5461	呡	U+543B	吻	src=Var-to-Rep
U+80B3	肳	U+543B	吻	src=Var-to-Rep
U+7A8C	窌	U+7A96	窖	src=Var-to-Rep
U+6E4C	湌	U+9910	餐	src=Var-to-Rep
U+98E1	飡	U+9910	餐	src=Var-to-Rep
U+34B2	㒲	U+8CA1	財	src=Var-to-Rep
U+9154	酔	U+9189	醉	src=Var-to-Rep
U+53B6	厶	U+67D0	某	src=Var-to-Rep
U+3444	㑄	U+4FAE	侮	src=Var-to-Rep
U+3B05	㬅	U+66FC	曼	src=Var-to-Rep
U+34D7	㓗	U+6F54	潔	src=Var-to-Rep
U+9B34	鬴	U+91DC	釜	src=Var-to-Rep
U+6747	杇	U+572C	圬	src=Var-to-Rep
U+3479	㑹	U+6703	會	src=Var-to-Rep
U+27AF4	𧫴	U+8B39	謹	src=Var-to-Rep
U+5300	匀	U+52FB	勻	src=Var-to-Rep
U+26DDD	𦷝	U+82BB	芻	src=Var-to-Rep
U+84AD	蒭	U+82BB	芻	src=Var-to-Rep
U+7AC6	竆	U+7AAE	窮	src=Var-to-Rep
U+209E7	𠧧	U+897F	西	src=Var-to-Rep
U+38B4	㢴	U+897F	西	src=Var-to-Rep
U+380A	㠊	U+5D87	嶇	src=Var-to-Rep
U+8A90	誐	U+54E6	哦	src=Var-to-Rep
U+4022	䀢	U+77AC	瞬	src=Var-to-Rep
U+9E84	麄	U+7C97	粗	src=Var-to-Rep
U+8F5D	轝	U+8F3F	輿	src=Var-to-Rep
U+8066	聦	U+8070	聰	src=Var-to-Rep
U+2018C	𠆌	U+5EB8	庸	src=Var-to-Rep
U+342F	㐯	U+5EB8	庸	src=Var-to-Rep
U+20A81	𠪁	U+76DC	盜	src=Var-to-Rep
U+76D7	盗	U+76DC	盜	src=Var-to-Rep
U+205E6	𠗦	U+6191	憑	src=Var-to-Rep
U+5393	厓	U+5D16	崖	src=Var-to-Rep
U+21DA2	𡶢	U+6CC1	況	src=Var-to-Rep
U+64E1	擡	U+62AC	抬	src=Var-to-Rep
U+2578A	𥞊	U+79E3	秣	src=Var-to-Rep
U+9F04	鼄	U+86DB	蛛	src=Var-to-Rep
U+366E	㙮	U+5854	塔	src=Var-to-Rep
U+2123C	𡈼	U+58EC	壬	src=Var-to-Rep
U+5D0B	崋	U+83EF	華	src=Var-to-Rep
U+8550	蕐	U+83EF	華	src=Var-to-Rep
U+516A	兪	U+4FDE	俞	src=Var-to-Rep
U+9919	餙	U+98FE	飾	src=Var-to-Rep
U+29516	𩔖	U+985E	類	src=Var-to-Rep
U+29517	𩔗	U+985E	類	src=Var-to-Rep
U+3912	㤒	U+7B28	笨	src=Var-to-Rep
U+5861	塡	U+586B	填	src=Var-to-Rep
U+7AB4	窴	U+586B	填	src=Var-to-Rep
U+20080	𠂀	U+4E95	井	src=Var-to-Rep
U+4E3C	丼	U+4E95	井	src=Var-to-Rep
U+9037	逷	U+9016	逖	src=Var-to-Rep
U+5C03	尃	U+6577	敷	src=Var-to-Rep
U+65C9	旉	U+6577	敷	src=Var-to-Rep
U+7628	瘨	U+7672	癲	src=Var-to-Rep
U+6120	愠	U+614D	慍	src=Var-to-Rep
U+7BF4	篴	U+7B1B	笛	src=Var-to-Rep
U+2B88A	𫢊	U+9322	錢	src=Var-to-Rep
U+2C09B	𬂛	U+5341	十	src=Var-to-Rep
U+543F	吿	U+544A	告	src=Var-to-Rep
U+7602	瘂	U+555E	啞	src=Var-to-Rep
U+59BA	妺	U+59B9	妹	src=Var-to-Rep
U+205E7	𠗧	U+6E2C	測	src=Var-to-Rep
U+9F45	齅	U+55C5	嗅	src=Var-to-Rep
U+8EC4	軄	U+8077	職	src=Var-to-Rep
U+54B7	咷	U+5555	啕	src=Var-to-Rep
U+6231	戱	U+6232	戲	src=Var-to-Rep
U+7DB3	綳	U+7E43	繃	reverse-dropped:繃→綳 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+7FE6	翦	U+526A	剪	src=Var-to-Rep
U+2239E	𢎞	U+5F18	弘	src=Var-to-Rep
U+2A502	𪔂	U+9F0E	鼎	src=Var-to-Rep
U+3C93	㲓	U+7D68	絨	src=Var-to-Rep
U+2009D	𠂝	U+773E	眾	src=Var-to-Rep
U+2C454	𬑔	U+773E	眾	src=Var-to-Rep
U+8846	衆	U+773E	眾	reverse-dropped:眾→衆 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+2EC5C	𮱜	U+5B63	季	src=Var-to-Rep
U+3400	㐀	U+4E18	丘	src=Var-to-Rep
U+510E	儎	U+8F09	載	src=Var-to-Rep
U+6DB6	涶	U+553E	唾	src=Var-to-Rep
U+85A6	薦	U+8350	荐	reverse-dropped:荐→薦 (Var-to-Rep preferred over GB2013); src=Var-to-Rep
U+21D32	𡴲	U+5371	危	src=Var-to-Rep
U+21D41	𡵁	U+5371	危	src=Var-to-Rep
U+51E3	凣	U+51E1	凡	src=Var-to-Rep
U+26900	𦤀	U+81ED	臭	src=Var-to-Rep
U+2418D	𤆍	U+8D64	赤	src=Var-to-Rep
U+6FD3	濓	U+6FC2	濂	src=Var-to-Rep
U+28E1A	𨸚	U+7D1A	級	src=Var-to-Rep
U+4D21	䴡	U+9E97	麗	src=Var-to-Rep
U+3BFD	㯽	U+6AB3	檳	src=Var-to-Rep
U+68B9	梹	U+6AB3	檳	src=Var-to-Rep
U+6FB7	澷	U+6F2B	漫	src=Var-to-Rep
U+6B3C	欼	U+555C	啜	src=Var-to-Rep
U+6B60	歠	U+555C	啜	src=Var-to-Rep
U+8AC1	諁	U+555C	啜	src=Var-to-Rep
U+26364	𦍤	U+7FD4	翔	src=Var-to-Rep
U+90F7	郷	U+9109	鄉	src=Var-to-Rep
U+9115	鄕	U+9109	鄉	src=Var-to-Rep
U+465D	䙝	U+893B	褻	src=Var-to-Rep
U+893A	褺	U+893B	褻	src=Var-to-Rep
U+8798	螘	U+87FB	蟻	src=Var-to-Rep
U+9725	霥	U+6FDB	濛	src=Var-to-Rep
U+9740	靀	U+6FDB	濛	src=Var-to-Rep
U+82FF	苿	U+8309	茉	src=Var-to-Rep
U+27DB6	𧶶	U+8CA9	販	src=Var-to-Rep
U+292D8	𩋘	U+978B	鞋	src=Var-to-Rep
U+292E7	𩋧	U+978B	鞋	src=Var-to-Rep
U+55AD	喭	U+5501	唁	src=Var-to-Rep
U+8A64	詤	U+8B0A	謊	src=Var-to-Rep
U+2D016	𭀖	U+91D0	釐	src=Var-to-Rep
U+20F96	𠾖	U+5668	器	src=Var-to-Rep
U+5650	噐	U+5668	器	src=Var-to-Rep
U+2180C	𡠌	U+5AB2	媲	src=Var-to-Rep
U+88F5	裵	U+88F4	裴	src=Var-to-Rep
U+75EE	痮	U+8139	脹	src=Var-to-Rep
U+53B0	厰	U+5EE0	廠	src=Var-to-Rep
U+6A89	檉	U+67F3	柳	var-also-canonical-elsewhere; src=Var-to-Rep
U+5715	圕	U+5716	圖	src=Var-to-Rep
U+34D5	㓕	U+6EC5	滅	src=Var-to-Rep
U+70D5	烕	U+6EC5	滅	src=Var-to-Rep
U+6B57	歗	U+562F	嘯	src=Var-to-Rep
U+8E77	蹷	U+8E76	蹶	src=Var-to-Rep
U+961D	阝	U+961C	阜	src=Var-to-Rep
U+2EDDB	𮷛	U+8F5F	轟	src=Var-to-Rep
U+38FC	㣼	U+5FCD	忍	src=Var-to-Rep
U+872F	蜯	U+868C	蚌	src=Var-to-Rep
U+24548	𤕈	U+6200	戀	src=Var-to-Rep
U+58AB	墫	U+6A3D	樽	src=Var-to-Rep
U+58FF	壿	U+6A3D	樽	src=Var-to-Rep
U+9EAB	麫	U+9EB5	麵	src=Var-to-Rep
U+8EB1	躱	U+8EB2	躲	src=Var-to-Rep
U+82E4	苤	U+77A5	瞥	src=Var-to-Rep
U+9955	饕	U+53E8	叨	src=Var-to-Rep
U+456B	䕫	U+5914	夔	src=Var-to-Rep
U+610D	愍	U+61AB	憫	src=Var-to-Rep
U+5234	刴	U+5241	剁	src=Var-to-Rep
U+9DB5	鶵	U+96DB	雛	src=Var-to-Rep
U+470A	䜊	U+5608	嘈	src=Var-to-Rep
U+642B	搫	U+642C	搬	src=Var-to-Rep
U+4C1E	䰞	U+716E	煮	src=Var-to-Rep
U+7CF9	糹	U+7CF8	糸	src=Var-to-Rep
U+27A59	𧩙	U+8A95	誕	src=Var-to-Rep
U+272CD	𧋍	U+8707	蜇	src=Var-to-Rep
U+20608	𠘈	U+6F7A	潺	src=Var-to-Rep
U+78E5	磥	U+78CA	磊	src=Var-to-Rep
U+5A2F	娯	U+5A1B	娛	src=Var-to-Rep
U+5A31	娱	U+5A1B	娛	src=Var-to-Rep
U+5205	刅	U+5275	創	src=Var-to-Rep
U+5231	刱	U+5275	創	src=Var-to-Rep
U+6227	戧	U+5275	創	var-also-canonical-elsewhere; src=Var-to-Rep
U+2047D	𠑽	U+5145	充	src=Var-to-Rep
U+43D5	䏕	U+98EA	飪	src=Var-to-Rep
U+2BF6E	𫽮	U+64CB	擋	src=Var-to-Rep
U+454C	䕌	U+7A1A	稚	src=Var-to-Rep
U+20BB7	𠮷	U+5409	吉	src=Var-to-Rep
U+2EE58	𮹘	U+9DAF	鶯	src=Var-to-Rep
U+706C	灬	U+706B	火	src=Var-to-Rep
U+21661	𡙡	U+7FB9	羹	src=Var-to-Rep
U+7FAE	羮	U+7FB9	羹	src=Var-to-Rep
U+6E28	渨	U+504E	偎	src=Var-to-Rep
U+9688	隈	U+504E	偎	src=Var-to-Rep
U+4401	䐁	U+8C5A	豚	src=Var-to-Rep
U+8C58	豘	U+8C5A	豚	src=Var-to-Rep
U+7074	灴	U+70D8	烘	src=Var-to-Rep
U+8441	葁	U+8591	薑	src=Var-to-Rep
U+28DB9	𨶹	U+95DC	關	src=Var-to-Rep
U+95A2	関	U+95DC	關	src=Var-to-Rep
U+95D7	闗	U+95DC	關	src=Var-to-Rep
U+5850	塐	U+5851	塑	src=Var-to-Rep
U+25AF1	𥫱	U+56E4	囤	src=Var-to-Rep
U+658C	斌	U+5F6C	彬	src=Var-to-Rep
U+20487	𠒇	U+5152	兒	src=Var-to-Rep
U+3917	㤗	U+6CF0	泰	src=Var-to-Rep
U+4207	䈇	U+7F69	罩	src=Var-to-Rep
U+26007	𦀇	U+7D93	經	src=Var-to-Rep
U+6BC9	毉	U+91AB	醫	src=Var-to-Rep
U+747F	瑿	U+91AB	醫	src=Var-to-Rep
U+51D4	凔	U+6EC4	滄	src=Var-to-Rep
U+2F835	灰	U+7070	灰	src=Var-to-Rep
U+510D	儍	U+50BB	傻	src=Var-to-Rep
U+3873	㡳	U+5E95	底	src=Var-to-Rep
U+5E12	帒	U+888B	袋	src=Var-to-Rep
U+2D9C2	𭧂	U+66B4	暴	src=Var-to-Rep
U+8663	虣	U+66B4	暴	src=Var-to-Rep
U+29A18	𩨘	U+80F3	胳	src=Var-to-Rep
U+6F9F	澟	U+51DC	凜	src=Var-to-Rep
U+3BC3	㯃	U+6F06	漆	src=Var-to-Rep
U+687C	桼	U+6F06	漆	src=Var-to-Rep
U+4EFE	仾	U+4F4E	低	src=Var-to-Rep
U+3A41	㩁	U+69B7	榷	src=Var-to-Rep
U+9823	頣	U+9824	頤	src=Var-to-Rep
U+97D2	韒	U+9798	鞘	src=Var-to-Rep
U+44C1	䓁	U+7B49	等	src=Var-to-Rep
U+69A2	榢	U+67B6	架	src=Var-to-Rep
U+4EBC	亼	U+96C6	集	src=Var-to-Rep
U+3A85	㪅	U+66F4	更	src=Var-to-Rep
U+20240	𠉀	U+5019	候	src=Var-to-Rep
U+25762	𥝢	U+5229	利	src=Var-to-Rep
U+3AAF	㪯	U+8209	舉	src=Var-to-Rep
U+49DF	䧟	U+9677	陷	src=Var-to-Rep
U+6641	晁	U+671D	朝	src=Var-to-Rep
U+363D	㘽	U+683D	栽	src=Var-to-Rep
U+39B3	㦳	U+683D	栽	src=Var-to-Rep
U+473F	䜿	U+8C4E	豎	src=Var-to-Rep
U+7AEA	竪	U+8C4E	豎	reverse-dropped:豎→竪 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+2F817	冗	U+5197	冗	src=Var-to-Rep
U+9FA4	龤	U+8AE7	諧	src=Var-to-Rep
U+2061F	𠘟	U+701D	瀝	src=Var-to-Rep
U+25EDF	𥻟	U+7CEF	糯	src=Var-to-Rep
U+7AC8	竈	U+7076	灶	reverse-dropped:灶→竈 (Var-to-Rep preferred over GB2013); src=Var-to-Rep
U+613B	愻	U+905C	遜	src=Var-to-Rep
U+9281	銁	U+921E	鈞	src=Var-to-Rep
U+4350	䍐	U+7F55	罕	src=Var-to-Rep
U+8345	荅	U+7B54	答	src=Var-to-Rep
U+63DC	揜	U+63A9	掩	src=Var-to-Rep
U+63DE	揞	U+63A9	掩	src=Var-to-Rep
U+4F85	侅	U+8CC5	賅	src=Var-to-Rep
U+6C35	氵	U+6C34	水	src=Var-to-Rep
U+8736	蜶	U+87C0	蟀	src=Var-to-Rep
U+20203	𠈃	U+4FDD	保	src=Var-to-Rep
U+7CD3	糓	U+7A40	穀	src=Var-to-Rep
U+5078	偸	U+5077	偷	src=Var-to-Rep
U+62BA	抺	U+62B9	抹	src=Var-to-Rep
U+2CA28	𬨨	U+904E	過	src=Var-to-Rep
U+898C	覌	U+89C0	觀	src=Var-to-Rep
U+2028B	𠊋	U+9F8D	龍	src=Var-to-Rep
U+2215B	𢅛	U+9F8D	龍	src=Var-to-Rep
U+7ADC	竜	U+9F8D	龍	src=Var-to-Rep
U+9F92	龒	U+9F8D	龍	src=Var-to-Rep
U+89A5	覥	U+9766	靦	src=Var-to-Rep
U+8380	莀	U+8FB2	農	src=Var-to-Rep
U+6FD5	濕	U+6EBC	溼	reverse-dropped:溼→濕 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+8131	脱	U+812B	脫	src=Var-to-Rep
U+20AA5	𠪥	U+539F	原	src=Var-to-Rep
U+5D8E	嶎	U+851A	蔚	src=Var-to-Rep
U+298B2	𩢲	U+99DB	駛	src=Var-to-Rep
U+205E8	𠗨	U+6CC4	泄	src=Var-to-Rep
U+6E2B	渫	U+6CC4	泄	src=Var-to-Rep
U+248AA	𤢪	U+7375	獵	src=Var-to-Rep
U+48E9	䣩	U+9187	醇	src=Var-to-Rep
U+387F	㡿	U+65A5	斥	src=Var-to-Rep
U+200A4	𠂤	U+5806	堆	src=Var-to-Rep
U+23CE8	𣳨	U+5806	堆	src=Var-to-Rep
U+72B2	犲	U+8C7A	豺	src=Var-to-Rep
U+9627	阧	U+9661	陡	src=Var-to-Rep
U+633F	挿	U+63D2	插	src=Var-to-Rep
U+5204	刄	U+5203	刃	src=Var-to-Rep
U+21D4F	𡵏	U+5C08	專	src=Var-to-Rep
U+8AAC	説	U+8AAA	說	var-also-canonical-elsewhere; src=Var-to-Rep
U+5FFB	忻	U+6B23	欣	src=Var-to-Rep
U+279FB	𧧻	U+8A50	詐	src=Var-to-Rep
U+39DE	㧞	U+62D4	拔	src=Var-to-Rep
U+36A3	㚣	U+59E3	姣	src=Var-to-Rep
U+22049	𢁉	U+5DFD	巽	src=Var-to-Rep
U+98E0	飠	U+98DF	食	src=Var-to-Rep
U+458D	䖍	U+8654	虔	src=Var-to-Rep
U+52F0	勰	U+5354	協	src=Var-to-Rep
U+604A	恊	U+5354	協	src=Var-to-Rep
U+65EA	旪	U+5354	協	src=Var-to-Rep
U+8621	蘡	U+6AFB	櫻	src=Var-to-Rep
U+9A08	騈	U+99E2	駢	src=Var-to-Rep
U+231F6	𣇶	U+6C92	沒	src=Var-to-Rep
U+6CA1	没	U+6C92	沒	src=Var-to-Rep
U+28054	𨁔	U+8DF3	跳	src=Var-to-Rep
U+8D92	趒	U+8DF3	跳	src=Var-to-Rep
U+205F5	𠗵	U+6EC2	滂	src=Var-to-Rep
U+67AC	枬	U+6960	楠	src=Var-to-Rep
U+99E1	駡	U+7F75	罵	reverse-dropped:罵→駡 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+9AD7	髗	U+9871	顱	src=Var-to-Rep
U+27039	𧀹	U+8517	蔗	src=Var-to-Rep
U+3FDF	㿟	U+768E	皎	src=Var-to-Rep
U+76A6	皦	U+768E	皎	src=Var-to-Rep
U+520B	刋	U+520A	刊	src=Var-to-Rep
U+6E4F	湏	U+9808	須	src=Var-to-Rep
U+26676	𦙶	U+80A1	股	src=Var-to-Rep
U+51D9	凙	U+6FA4	澤	src=Var-to-Rep
U+237EC	𣟬	U+6B04	欄	src=Var-to-Rep
U+6CB2	沲	U+6CB1	沱	src=Var-to-Rep
U+800F	耏	U+8010	耐	src=Var-to-Rep
U+4D8F	䶏	U+6D95	涕	src=Var-to-Rep
U+28556	𨕖	U+9078	選	src=Var-to-Rep
U+4EFC	仼	U+4EFB	任	src=Var-to-Rep
U+38F2	㣲	U+5FAE	微	src=Var-to-Rep
U+8EB7	躷	U+77EE	矮	src=Var-to-Rep
U+905F	遟	U+9072	遲	src=Var-to-Rep
U+9CEE	鳮	U+96DE	雞	src=Var-to-Rep
U+9DC4	鷄	U+96DE	雞	reverse-dropped:雞→鷄 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+3BF6	㯶	U+68D5	棕	src=Var-to-Rep
U+2353C	𣔼	U+7AFF	竿	src=Var-to-Rep
U+39C3	㧃	U+6536	收	src=Var-to-Rep
U+53CE	収	U+6536	收	src=Var-to-Rep
U+8095	肕	U+97CC	韌	src=Var-to-Rep
U+920E	鈎	U+9264	鉤	reverse-dropped:鉤→鈎 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+3A40	㩀	U+64DA	據	src=Var-to-Rep
U+79C3	秃	U+79BF	禿	src=Var-to-Rep
U+61B0	憰	U+8B4E	譎	src=Var-to-Rep
U+4E5A	乚	U+96B1	隱	src=Var-to-Rep
U+49CF	䧏	U+964D	降	src=Var-to-Rep
U+5905	夅	U+964D	降	src=Var-to-Rep
U+9A17	騗	U+9A19	騙	src=Var-to-Rep
U+6629	昩	U+6627	昧	src=Var-to-Rep
U+6C68	汨	U+6C69	汩	src=Var-to-Rep
U+217BE	𡞾	U+5AE9	嫩	src=Var-to-Rep
U+5A86	媆	U+5AE9	嫩	src=Var-to-Rep
U+5081	傁	U+53DF	叟	src=Var-to-Rep
U+53DC	叜	U+53DF	叟	src=Var-to-Rep
U+2F8D2	冒	U+5192	冒	src=Var-to-Rep
U+46FC	䛼	U+71EC	燬	src=Var-to-Rep
U+25874	𥡴	U+7A3D	稽	src=Var-to-Rep
U+8D12	贒	U+8CE2	賢	src=Var-to-Rep
U+58BB	墻	U+7246	牆	reverse-dropped:牆→墻 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+5EE7	廧	U+7246	牆	src=Var-to-Rep
U+4F03	伃	U+59A4	妤	src=Var-to-Rep
U+7CA4	粤	U+7CB5	粵	src=Var-to-Rep
U+7E01	縁	U+7DE3	緣	src=Var-to-Rep
U+58D0	壐	U+74BD	璽	src=Var-to-Rep
U+5F40	彀	U+5920	夠	src=Var-to-Rep
U+8265	艥	U+696B	楫	src=Var-to-Rep
U+4576	䕶	U+8B77	護	src=Var-to-Rep
U+28CE9	𨳩	U+958B	開	src=Var-to-Rep
U+41FF	䇿	U+7B56	策	src=Var-to-Rep
U+88CF	裏	U+88E1	裡	reverse-dropped:裡→裏 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+7232	爲	U+70BA	為	var-also-canonical-elsewhere; src=Var-to-Rep
U+34B0	㒰	U+5168	全	src=Var-to-Rep
U+4313	䌓	U+7E41	繁	src=Var-to-Rep
U+8AA9	誩	U+7AF6	競	src=Var-to-Rep
U+91D2	釒	U+91D1	金	src=Var-to-Rep
U+5024	値	U+503C	值	src=Var-to-Rep
U+5FFC	忼	U+6177	慷	src=Var-to-Rep
U+21A34	𡨴	U+5BE7	寧	src=Var-to-Rep
U+21A4B	𡩋	U+5BE7	寧	src=Var-to-Rep
U+5BCD	寍	U+5BE7	寧	src=Var-to-Rep
U+5BD7	寗	U+5BE7	寧	src=Var-to-Rep
U+5BDC	寜	U+5BE7	寧	src=Var-to-Rep
U+9AD5	髕	U+81CF	臏	var-also-canonical-elsewhere; src=Var-to-Rep
U+46FB	䛻	U+8A98	誘	src=Var-to-Rep
U+5C17	尗	U+53D4	叔	src=Var-to-Rep
U+2627D	𦉽	U+7F54	罔	src=Var-to-Rep
U+34C1	㓁	U+7F54	罔	src=Var-to-Rep
U+22C3E	𢰾	U+7E3D	總	src=Var-to-Rep
U+6403	搃	U+7E3D	總	src=Var-to-Rep
U+6460	摠	U+7E3D	總	src=Var-to-Rep
U+7DEB	緫	U+7E3D	總	src=Var-to-Rep
U+7E02	縂	U+7E3D	總	src=Var-to-Rep
U+2ED51	𮵑	U+7459	瑙	src=Var-to-Rep
U+78AF	碯	U+7459	瑙	src=Var-to-Rep
U+93AD	鎭	U+93AE	鎮	src=Var-to-Rep
U+54A5	咥	U+563B	嘻	src=Var-to-Rep
U+21731	𡜱	U+5AC9	嫉	src=Var-to-Rep
U+512D	儭	U+896F	襯	src=Var-to-Rep
U+992B	餫	U+991B	餛	src=Var-to-Rep
U+5D17	崗	U+5CA1	岡	var-also-canonical-elsewhere; src=Var-to-Rep
U+6498	撘	U+642D	搭	src=Var-to-Rep
U+676E	杮	U+67FF	柿	src=Var-to-Rep
U+67BE	枾	U+67FF	柿	src=Var-to-Rep
U+41BC	䆼	U+7AA0	窠	src=Var-to-Rep
U+9C10	鰐	U+9C77	鱷	reverse-dropped:鱷→鰐 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; src=Var-to-Rep
U+9902	餂	U+8214	舔	src=Var-to-Rep
U+938B	鎋	U+8F44	轄	src=Var-to-Rep
