var_cp	var_char	reg_cp	reg_char	remarks
U+9504	锄	U+92E4	鋤	src=GB2013
U+924F	鉏	U+92E4	鋤	src=GB2013,Var-to-Rep
U+8021	耡	U+92E4	鋤	src=GB2013,Var-to-Rep
U+9505	锅	U+934B	鍋	src=GB2013
U+9508	锈	U+92B9	銹	reg-also-variant-elsewhere:銹; src=GB2013
U+950B	锋	U+92D2	鋒	src=GB2013
U+950C	锌	U+92C5	鋅	src=GB2013
U+9510	锐	U+92ED	鋭	reg-also-variant-elsewhere:鋭; src=GB2013
U+9E45	鹅	U+9D5D	鵝	src=GB2013
U+9D5E	鵞	U+9D5D	鵝	src=GB2013,Var-to-Rep
U+4CD8	䳘	U+9D5D	鵝	src=GB2013,Var-to-Rep
U+8CF8	賸	U+5269	剩	src=GB2013,Var-to-Rep
U+7B51	筑	U+7B51,U+7BC9	筑築	var-also-canonical-elsewhere; reg-also-variant-elsewhere:筑; multi-target (2); src=GB2013
U+7B74	筴	U+7B56	策	src=GB2013,Var-to-Rep
U+7B5E	筞	U+7B56	策	src=GB2013,Var-to-Rep
U+7B5B	筛	U+7BE9	篩	src=GB2013
U+7B69	筩	U+7B52	筒	src=GB2013,Var-to-Rep
U+6830	栰	U+7B4F	筏	src=GB2013,Var-to-Rep
U+50A8	储	U+5132	儲	src=GB2013
U+66A0	暠	U+7693	皓	src=GB2013,Var-to-Rep
U+769C	皜	U+7693	皓	src=GB2013,Var-to-Rep
U+60E9	惩	U+61F2	懲	src=GB2013,Var-to-Rep
U+5FA1	御	U+5FA1,U+79A6	御禦	var-also-canonical-elsewhere; reg-also-variant-elsewhere:御; multi-target (2); src=GB2013
U+8E30	踰	U+903E	逾	src=GB2013,Var-to-Rep
U+91CA	释	U+91CB	釋	src=GB2013
U+814A	腊	U+81D8	臘	src=GB2013,Var-to-Rep
U+81C8	臈	U+81D8	臘	src=GB2013,Var-to-Rep
U+9C81	鲁	U+9B6F	魯	src=GB2013
U+732C	猬	U+732C,U+875F	猬蝟	reverse-dropped:蝟→猬 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:猬; multi-target (2); src=GB2013,Var-to-Rep
U+60EB	惫	U+618A	憊	src=GB2013
U+9988	馈	U+994B	饋	reg-also-variant-elsewhere:饋; src=GB2013
U+993D	餽	U+994B,U+5331	饋匱	reg-also-variant-elsewhere:饋; multi-target (2); src=GB2013,Var-to-Rep
U+998B	馋	U+995E	饞	src=GB2013
U+88C5	装	U+88DD	裝	src=GB2013
U+86EE	蛮	U+883B	蠻	src=GB2013
U+3A9F	㪟	U+6566	敦	src=GB2013,Var-to-Rep
U+9614	阔	U+95CA	闊	src=GB2013
U+6FF6	濶	U+95CA	闊	src=GB2013,Var-to-Rep
U+7CAA	粪	U+7CDE	糞	src=GB2013
U+71C4	燄	U+7130	焰	src=GB2013,Var-to-Rep
U+6EDE	滞	U+6EEF	滯	src=GB2013
U+6DFC	淼	U+6E3A	渺	src=GB2013,Var-to-Rep
U+23E8C	𣺌	U+6E3A	渺	src=GB2013,Var-to-Rep
U+6E7F	湿	U+6FD5	濕	reg-also-variant-elsewhere:濕; src=GB2013
U+6E83	溃	U+6F70	潰	src=GB2013
U+6E85	溅	U+6FFA	濺	src=GB2013
U+6E7E	湾	U+7063	灣	src=GB2013
U+6E38	游	U+6E38,U+904A	游遊	reverse-dropped:遊→游 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:游; multi-target (2); src=GB2013,Var-to-Rep
U+6124	愤	U+61A4	憤	src=GB2013
U+5ABF	媿	U+6127	愧	src=GB2013,Var-to-Rep
U+5605	嘅	U+6168	慨	src=GB2013,Var-to-Rep
U+5EBD	庽	U+5BD3	寓	src=GB2013,Var-to-Rep
U+7A9C	窜	U+7AC4	竄	src=GB2013
U+7A9D	窝	U+7AA9	窩	src=GB2013
U+7A93	窓	U+7A97	窗	src=GB2013,Var-to-Rep
U+25997	𥦗	U+7A97	窗	src=GB2013,Var-to-Rep
U+724E	牎	U+7A97	窗	src=GB2013,Var-to-Rep
U+7255	牕	U+7A97	窗	src=GB2013,Var-to-Rep
U+7ABB	窻	U+7A97	窗	src=GB2013,Var-to-Rep
U+5FA7	徧	U+904D	遍	src=GB2013,Var-to-Rep
U+50F1	僱	U+96C7	雇	src=GB2013,Var-to-Rep
U+88E4	裤	U+8932	褲	src=GB2013
U+88B4	袴	U+8932	褲	src=GB2013,Var-to-Rep
U+5E2C	帬	U+88D9	裙	src=GB2013,Var-to-Rep
U+88E0	裠	U+88D9	裙	src=GB2013,Var-to-Rep
U+7985	禅	U+79AA	禪	src=GB2013
U+8C22	谢	U+8B1D	謝	src=GB2013
U+8C23	谣	U+8B21	謡	reg-also-variant-elsewhere:謡; src=GB2013
U+8C24	谤	U+8B17	謗	src=GB2013
U+8C26	谦	U+8B19	謙	src=GB2013
U+5C5E	属	U+5C6C	屬	src=GB2013,Var-to-Rep
U+5C61	屡	U+5C62	屢	src=GB2013
U+5F3A	强	U+5F3A,U+5F37	强強	reverse-dropped:強→强 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:强; multi-target (2); src=GB2013,Var-to-Rep
U+5F4A	彊	U+5F3A,U+5F37	强強	reg-also-variant-elsewhere:强; multi-target (2); src=GB2013,Var-to-Rep
U+758E	疎	U+758F	疏	src=GB2013,Var-to-Rep
U+58FB	壻	U+5A7F	婿	src=GB2013,Var-to-Rep
U+7F05	缅	U+7DEC	緬	src=GB2013
U+7F06	缆	U+7E9C	纜	src=GB2013
U+7F09	缉	U+7DDD	緝	src=GB2013
U+7F0E	缎	U+7DDE	緞	src=GB2013
U+7F13	缓	U+7DE9	緩	src=GB2013
U+7F14	缔	U+7DE0	締	src=GB2013
U+7F15	缕	U+7E37	縷	src=GB2013
U+9A97	骗	U+9A19	騙	src=GB2013
U+7F16	编	U+7DE8	編	src=GB2013
U+9A9A	骚	U+9A37	騷	src=GB2013
U+7F18	缘	U+7DE3	緣	src=GB2013
U+9E49	鹉	U+9D61	鵡	src=GB2013
U+74CC	瓌	U+7470	瑰	src=GB2013,Var-to-Rep
U+4C1F	䰟	U+9B42	魂	src=GB2013,Var-to-Rep
U+6444	摄	U+651D	攝	src=GB2013
U+76B7	皷	U+9F13	鼓	src=GB2013,Var-to-Rep
U+6446	摆	U+64FA,U+896C	擺襬	multi-target (2); src=GB2013
U+643A	携	U+643A,U+651C	携攜	reverse-dropped:攜→携 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:携; multi-target (2); src=GB2013,Var-to-Rep
U+64D5	擕	U+643A,U+651C	携攜	reg-also-variant-elsewhere:携; multi-target (2); src=GB2013,Var-to-Rep
U+3A57	㩗	U+643A,U+651C	携攜	reg-also-variant-elsewhere:携; multi-target (2); src=GB2013,Var-to-Rep
U+3A66	㩦	U+643A,U+651C	携攜	reg-also-variant-elsewhere:携; multi-target (2); src=GB2013,Var-to-Rep
U+644A	摊	U+6524	攤	src=GB2013
U+61C3	懃	U+52E4	勤	src=GB2013,Var-to-Rep
U+97BE	鞾	U+9774	靴	src=GB2013,Var-to-Rep
U+9E4A	鹊	U+9D72	鵲	src=GB2013
U+84DD	蓝	U+85CD	藍	src=GB2013
U+5E59	幙	U+5E55	幕	src=GB2013,Var-to-Rep
U+8499	蒙	U+8499,U+6FDB,U+61DE,U+77C7	蒙濛懞矇	var-also-canonical-elsewhere; reg-also-variant-elsewhere:蒙; multi-target (4); src=GB2013
U+732E	献	U+737B	獻	src=GB2013,Var-to-Rep
U+6984	榄	U+6B16	欖	src=GB2013
U+697C	楼	U+6A13	樓	src=GB2013
U+3BA3	㮣	U+6982	概	src=GB2013,Var-to-Rep
U+8D56	赖	U+8CF4	賴	src=GB2013
U+983C	頼	U+8CF4	賴	src=GB2013,Var-to-Rep
U+9167	酧	U+916C	酬	src=GB2013,Var-to-Rep
U+8A76	詶	U+916C	酬	src=GB2013,Var-to-Rep
U+91BB	醻	U+916C	酬	src=GB2013,Var-to-Rep
U+788D	碍	U+7919	礙	src=GB2013,Var-to-Rep
U+78B0	碰	U+78B0,U+8E2B	碰踫	reverse-dropped:踫→碰 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:碰; multi-target (2); src=GB2013,Var-to-Rep
U+63BD	掽	U+78B0,U+8E2B	碰踫	reg-also-variant-elsewhere:碰; multi-target (2); src=GB2013,Var-to-Rep
U+3F1D	㼝	U+7897	碗	src=GB2013,Var-to-Rep
U+76CC	盌	U+7897	碗	src=GB2013,Var-to-Rep
U+6900	椀	U+7897	碗	src=GB2013,Var-to-Rep
U+78DF	磟	U+788C	碌	src=GB2013,Var-to-Rep
U+5C34	尴	U+5C37	尷	src=GB2013
U+96FE	雾	U+9727	霧	src=GB2013
U+8F90	辐	U+8F3B	輻	src=GB2013
U+8F91	辑	U+8F2F	輯	src=GB2013
U+8F93	输	U+8F38	輸	src=GB2013
U+9891	频	U+983B	頻	src=GB2013
U+9F84	龄	U+9F61	齡	src=GB2013
U+9274	鉴	U+9452	鑒	reg-also-variant-elsewhere:鑒; src=GB2013
U+9373	鍳	U+9452,U+9451	鑒鑑	reg-also-variant-elsewhere:鑒; multi-target (2); src=GB2013,Var-to-Rep
U+89A9	覩	U+7779	睹	src=GB2013,Var-to-Rep
U+5038	倸	U+776C	睬	src=GB2013,Var-to-Rep
U+3B09	㬉	U+6696	暖	src=GB2013,Var-to-Rep
U+7157	煗	U+6696	暖	src=GB2013,Var-to-Rep
U+7156	煖	U+6696	暖	src=GB2013,Var-to-Rep
U+667B	晻	U+6697	暗	src=GB2013,Var-to-Rep
U+95C7	闇	U+6697	暗	src=GB2013,Var-to-Rep
U+70A4	炤	U+7167	照	src=GB2013,Var-to-Rep
U+8DF7	跷	U+8E7A	蹺	src=GB2013
U+8E7B	蹻	U+8E7A	蹺	src=GB2013,Var-to-Rep
U+8DE5	跥	U+8DFA	跺	src=GB2013,Var-to-Rep
U+8717	蜗	U+8778	蝸	src=GB2013
U+45EC	䗬	U+8702	蜂	src=GB2013,Var-to-Rep
U+882D	蠭	U+8702	蜂	src=GB2013,Var-to-Rep
U+5BD8	寘	U+7F6E	置	src=GB2013,Var-to-Rep
U+8FA0	辠	U+7F6A	罪	src=GB2013,Var-to-Rep
U+9519	错	U+932F	錯	src=GB2013
U+951A	锚	U+9328	錨	src=GB2013
U+9521	锡	U+932B	錫	src=GB2013
U+9523	锣	U+947C	鑼	src=GB2013
U+9524	锤	U+9318	錘	src=GB2013
U+939A	鎚	U+9318	錘	src=GB2013,Var-to-Rep
U+9525	锥	U+9310	錐	src=GB2013
U+9526	锦	U+9326	錦	src=GB2013
U+952E	键	U+9375	鍵	src=GB2013
U+952F	锯	U+92F8	鋸	src=GB2013
U+9530	锰	U+9333	錳	src=GB2013
U+8F9E	辞	U+8FAD	辭	src=GB2013,Var-to-Rep
U+8FA4	辤	U+8FAD	辭	src=GB2013,Var-to-Rep
U+7A3A	稺	U+7A1A	稚	src=GB2013,Var-to-Rep
U+7A49	穉	U+7A1A	稚	src=GB2013,Var-to-Rep
U+9893	颓	U+983D	頽	reg-also-variant-elsewhere:頽; src=GB2013
U+7B79	筹	U+7C4C	籌	src=GB2013
U+7B7E	签	U+7C3D,U+7C64	簽籤	multi-target (2); src=GB2013
U+7B80	简	U+7C21	簡	src=GB2013
U+6BC1	毁	U+6BC1,U+71EC	毁燬	reverse-dropped:燬→毁 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:毁; multi-target (2); src=GB2013,Var-to-Rep
U+8B6D	譭	U+6BC1,U+71EC	毁燬	reg-also-variant-elsewhere:毁; multi-target (2); src=GB2013,Var-to-Rep
U+7609	瘉	U+6108	愈	src=GB2013,Var-to-Rep
U+7652	癒	U+6108	愈	src=GB2013,Var-to-Rep
U+817B	腻	U+81A9	膩	src=GB2013
U+984B	顋	U+816E	腮	src=GB2013,Var-to-Rep
U+9E4F	鹏	U+9D6C	鵬	src=GB2013
U+817E	腾	U+9A30	騰	src=GB2013
U+9ABD	骽	U+817F	腿	src=GB2013,Var-to-Rep
U+9C8D	鲍	U+9B91	鮑	src=GB2013
U+7328	猨	U+733F	猿	src=GB2013,Var-to-Rep
U+876F	蝯	U+733F	猿	src=GB2013,Var-to-Rep
U+9896	颖	U+7A4E	穎	src=GB2013
U+9834	頴	U+7A4E	穎	src=GB2013,Var-to-Rep
U+89E6	触	U+89F8	觸	src=GB2013
U+96CF	雏	U+96DB	雛	src=GB2013
U+998D	馍	U+9943	饃	src=GB2013
U+995D	饝	U+9943	饃	src=GB2013,Var-to-Rep
U+998F	馏	U+993E	餾	src=GB2013
U+9171	酱	U+91AC	醬	src=GB2013
U+7980	禀	U+7980,U+7A1F	禀稟	reverse-dropped:稟→禀 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:禀; multi-target (2); src=GB2013,Var-to-Rep
U+75F9	痹	U+75F9,U+75FA	痹痺	reverse-dropped:痺→痹 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:痹; multi-target (2); src=GB2013,Var-to-Rep
U+7661	癡	U+75F4	痴	src=GB2013,Var-to-Rep
U+4EB7	亷	U+5EC9	廉	src=GB2013,Var-to-Rep
U+3898	㢘	U+5EC9	廉	src=GB2013,Var-to-Rep
U+97F5	韵	U+97F5,U+97FB	韵韻	reverse-dropped:韻→韵 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:韵; multi-target (2); src=GB2013,Var-to-Rep
U+8A8A	誊	U+8B04	謄	src=GB2013
U+7CAE	粮	U+7CE7	糧	src=GB2013,Var-to-Rep
U+6570	数	U+6578	數	src=GB2013
U+6EE1	满	U+6EFF	滿	src=GB2013
U+6EE4	滤	U+6FFE	濾	src=GB2013
U+6EE5	滥	U+6FEB	濫	src=GB2013
U+8C3F	谿	U+6EAA	溪	src=GB2013,Var-to-Rep
U+6F13	漓	U+6F13,U+7055	漓灕	var-also-canonical-elsewhere; reg-also-variant-elsewhere:漓; multi-target (2); src=GB2013
U+6CDD	泝	U+6EAF	溯	src=GB2013,Var-to-Rep
U+9061	遡	U+6EAF	溯	src=GB2013,Var-to-Rep
U+6EE8	滨	U+6FF1	濱	src=GB2013
U+6EE9	滩	U+7058	灘	src=GB2013
U+661A	昚	U+614E	慎	src=GB2013,Var-to-Rep
U+8A89	誉	U+8B7D	譽	src=GB2013
U+7AA5	窥	U+7ABA	窺	src=GB2013
U+95DA	闚	U+7ABA	窺	src=GB2013,Var-to-Rep
U+5BDD	寝	U+5BE2	寢	src=GB2013
U+5BD1	寑	U+5BE2	寢	src=GB2013,Var-to-Rep
U+8C28	谨	U+8B39	謹	src=GB2013
U+8EB6	躶	U+88F8	裸	src=GB2013,Var-to-Rep
U+81DD	臝	U+88F8	裸	src=GB2013,Var-to-Rep
U+8C2C	谬	U+8B2C	謬	src=GB2013
U+7FA3	羣	U+7FA4	群	src=GB2013,Var-to-Rep
U+8F9F	辟	U+8F9F,U+95E2	辟闢	var-also-canonical-elsewhere; reg-also-variant-elsewhere:辟; multi-target (2); src=GB2013
U+53E0	叠	U+53E0,U+758A	叠疊	reverse-dropped:疊→叠 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:叠; multi-target (2); src=GB2013,Var-to-Rep
U+3B2A	㬪	U+53E0,U+758A	叠疊	reg-also-variant-elsewhere:叠; multi-target (2); src=GB2013,Var-to-Rep
U+66E1	曡	U+53E0,U+758A	叠疊	reg-also-variant-elsewhere:叠; multi-target (2); src=GB2013,Var-to-Rep
U+7F1A	缚	U+7E1B	縛	src=GB2013
U+7F1D	缝	U+7E2B	縫	src=GB2013
U+7F20	缠	U+7E8F	纏	src=GB2013
U+7F24	缤	U+7E7D	繽	src=GB2013
U+207B0	𠞰	U+527F	剿	src=GB2013,Var-to-Rep
U+52E6	勦	U+527F	剿	src=GB2013,Var-to-Rep
U+7483	璃	U+7483,U+740D	璃琍	reverse-dropped:琍→璃 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:璃; multi-target (2); src=GB2013,Var-to-Rep
U+74C8	瓈	U+7483,U+740D	璃琍	reg-also-variant-elsewhere:璃; multi-target (2); src=GB2013,Var-to-Rep
U+8D58	赘	U+8D05	贅	src=GB2013
U+5899	墙	U+58BB	墻	reg-also-variant-elsewhere:墻; src=GB2013
U+8511	蔑	U+8511,U+884A	蔑衊	var-also-canonical-elsewhere; reg-also-variant-elsewhere:蔑; multi-target (2); src=GB2013
U+853C	蔼	U+85F9	藹	src=GB2013
U+242EE	𤋮	U+7199	熙	src=GB2013,Var-to-Rep
U+7188	熈	U+7199	熙	src=GB2013,Var-to-Rep
U+69DB	槛	U+6ABB	檻	src=GB2013
U+7253	牓	U+699C	榜	src=GB2013,Var-to-Rep
U+69A8	榨	U+69A8,U+643E	榨搾	reverse-dropped:搾→榨 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:榨; multi-target (2); src=GB2013,Var-to-Rep
U+8B0C	謌	U+6B4C	歌	src=GB2013,Var-to-Rep
U+917F	酿	U+91C0	釀	src=GB2013
U+78B1	碱	U+78B1,U+9E7C	碱鹼	reverse-dropped:鹼→碱 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:碱; multi-target (2); src=GB2013,Var-to-Rep
U+583F	堿	U+78B1,U+9E7C	碱鹼	reg-also-variant-elsewhere:碱; multi-target (2); src=GB2013,Var-to-Rep
U+9E7B	鹻	U+78B1,U+9E7C	碱鹼	reg-also-variant-elsewhere:碱; multi-target (2); src=GB2013,Var-to-Rep
U+613F	愿	U+9858	願	src=GB2013,Var-to-Rep
U+8F96	辖	U+8F44	轄	src=GB2013
U+8F97	辗	U+8F3E	輾	src=GB2013
U+9897	颗	U+9846	顆	src=GB2013
U+25128	𥄨	U+7785	瞅	src=GB2013,Var-to-Rep
U+77C1	矁	U+7785	瞅	src=GB2013,Var-to-Rep
U+20EF3	𠻳	U+55FD	嗽	src=GB2013,Var-to-Rep
U+8E0A	踊	U+8E34	踴	src=GB2013,Var-to-Rep
U+8721	蜡	U+881F	蠟	src=GB2013,Var-to-Rep
U+8747	蝇	U+8805	蠅	src=GB2013,Var-to-Rep
U+8749	蝉	U+87EC	蟬	src=GB2013
U+8D5A	赚	U+8CFA	賺	src=GB2013
U+9539	锹	U+936C	鍬	src=GB2013
U+936B	鍫	U+936C	鍬	src=GB2013,Var-to-Rep
U+953B	锻	U+935B	鍛	src=GB2013
U+9540	镀	U+934D	鍍	src=GB2013
U+7A33	稳	U+7A69	穩	src=GB2013
U+718F	熏	U+718F,U+71FB	熏燻	reverse-dropped:燻→熏 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:熏; multi-target (2); src=GB2013,Var-to-Rep
U+7BA9	箩	U+7C6E	籮	src=GB2013
U+7B66	筦	U+7BA1	管	src=GB2013,Var-to-Rep
U+7BAB	箫	U+7C2B	簫	src=GB2013
U+8206	舆	U+8F3F	輿	src=GB2013
U+9AC8	髈	U+8180	膀	src=GB2013,Var-to-Rep
U+9C9C	鲜	U+9BAE	鮮	src=GB2013
U+5C20	尠	U+9BAE	鮮	src=GB2013,Var-to-Rep
U+5C1F	尟	U+9BAE	鮮	src=GB2013,Var-to-Rep
U+9C7B	鱻	U+9BAE	鮮	src=GB2013,Var-to-Rep
U+9992	馒	U+9945	饅	src=GB2013
U+24EA5	𤺥	U+7629	瘩	src=GB2013,Var-to-Rep
U+8FA2	辢	U+8FA3	辣	src=GB2013,Var-to-Rep
U+65C2	旂	U+65D7	旗	src=GB2013,Var-to-Rep
U+21681	𡚁	U+5F0A	弊	src=GB2013,Var-to-Rep
U+6F47	潇	U+701F	瀟	src=GB2013
U+6F44	潄	U+6F31	漱	src=GB2013,Var-to-Rep
U+7826	砦	U+5BE8	寨	src=GB2013,Var-to-Rep
U+8D5B	赛	U+8CFD	賽	src=GB2013
U+8A67	詧	U+5BDF	察	src=GB2013,Var-to-Rep
U+8C2D	谭	U+8B5A	譚	reg-also-variant-elsewhere:譚; src=GB2013
U+8C31	谱	U+8B5C	譜	src=GB2013
U+5AF0	嫰	U+5AE9	嫩	src=GB2013,Var-to-Rep
U+6AC8	櫈	U+51F3	凳	src=GB2013,Var-to-Rep
U+9AA1	骡	U+9A3E	騾	src=GB2013
U+9A58	驘	U+9A3E	騾	src=GB2013,Var-to-Rep
U+7F29	缩	U+7E2E	縮	src=GB2013
U+64B5	撵	U+6506	攆	src=GB2013
U+6491	撑	U+6491,U+6490	撑撐	reverse-dropped:撐→撑 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:撑; multi-target (2); src=GB2013,Var-to-Rep
U+58AA	墪	U+58A9	墩	src=GB2013,Var-to-Rep
U+8B54	譔	U+64B0	撰	src=GB2013,Var-to-Rep
U+806A	聪	U+8070	聰	src=GB2013
U+97B5	鞵	U+978B	鞋	src=GB2013,Var-to-Rep
U+978C	鞌	U+978D	鞍	src=GB2013,Var-to-Rep
U+854B	蕋	U+854A	蕊	src=GB2013,Var-to-Rep
U+6A64	橤	U+854A	蕊	src=GB2013,Var-to-Rep
U+8602	蘂	U+854A	蕊	src=GB2013,Var-to-Rep
U+8574	蕴	U+85F4	藴	src=GB2013
U+6A31	樱	U+6AFB	櫻	src=GB2013
U+98D8	飘	U+98C4	飄	src=GB2013
U+98C3	飃	U+98C4	飄	src=GB2013,Var-to-Rep
U+9195	醕	U+9187	醇	src=GB2013,Var-to-Rep
U+9709	霉	U+9EF4	黴	src=GB2013
U+7792	瞒	U+779E	瞞	src=GB2013
U+9898	题	U+984C	題	src=GB2013
U+8B46	譆	U+563B	嘻	src=GB2013,Var-to-Rep
U+8DF4	跴	U+8E29	踩	src=GB2013,Var-to-Rep
U+8E2A	踪	U+8E2A,U+8E64	踪蹤	reverse-dropped:蹤→踪 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:踪; multi-target (2); src=GB2013,Var-to-Rep
U+8728	蜨	U+8776	蝶	src=GB2013,Var-to-Rep
U+874E	蝎	U+874E,U+880D	蝎蠍	reverse-dropped:蠍→蝎 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:蝎; multi-target (2); src=GB2013,Var-to-Rep
U+5631	嘱	U+56D1	囑	src=GB2013,Var-to-Rep
U+9547	镇	U+93AE	鎮	src=GB2013
U+9550	镐	U+93AC	鎬	src=GB2013
U+9551	镑	U+938A	鎊	src=GB2013
U+7A3E	稾	U+7A3F	稿	src=GB2013,Var-to-Rep
U+7BD3	篓	U+7C0D	簍	src=GB2013
U+6BAD	殭	U+50F5	僵	src=GB2013,Var-to-Rep
U+60EA	惪	U+5FB7	德	src=GB2013,Var-to-Rep
U+5380	厀	U+819D	膝	src=GB2013,Var-to-Rep
U+9CA4	鲤	U+9BC9	鯉	src=GB2013
U+9CAB	鲫	U+9BFD	鯽	src=GB2013
U+8943	襃	U+8912	褒	src=GB2013,Var-to-Rep
U+762A	瘪	U+765F	癟	src=GB2013
U+3FDC	㿜	U+765F	癟	src=GB2013,Var-to-Rep
U+7645	癅	U+7624	瘤	src=GB2013,Var-to-Rep
U+762B	瘫	U+7671	癱	src=GB2013
U+989C	颜	U+9854	顔	src=GB2013
U+4280	䊀	U+7CCA	糊	src=GB2013,Var-to-Rep
U+992C	餬	U+7CCA	糊	src=GB2013,Var-to-Rep
U+6F5C	潜	U+6F5C,U+6F5B	潜潛	reverse-dropped:潛→潜 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:潜; multi-target (2); src=GB2013,Var-to-Rep
U+9CA8	鲨	U+9BCA	鯊	src=GB2013
U+6F9C	澜	U+703E	瀾	src=GB2013
U+6F82	澂	U+6F84	澄	src=GB2013,Var-to-Rep
U+7644	癄	U+6194	憔	src=GB2013,Var-to-Rep
U+9866	顦	U+6194	憔	src=GB2013,Var-to-Rep
U+989D	额	U+984D	額	src=GB2013
U+981F	頟	U+984D	額	src=GB2013,Var-to-Rep
U+8C34	谴	U+8B74	譴	src=GB2013
U+9E64	鹤	U+9DB4	鶴	src=GB2013
U+7F2D	缭	U+7E5A	繚	src=GB2013
U+22BA5	𢮥	U+64CD	操	src=GB2013,Var-to-Rep
U+9DF0	鷰	U+71D5	燕	src=GB2013,Var-to-Rep
U+85F7	藷	U+85AF	薯	src=GB2013,Var-to-Rep
U+98A0	颠	U+985B	顛	src=GB2013
U+6A71	橱	U+6A71,U+6AE5	橱櫥	reverse-dropped:櫥→橱 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:橱; multi-target (2); src=GB2013,Var-to-Rep
U+878E	螎	U+878D	融	src=GB2013,Var-to-Rep
U+8F99	辙	U+8F4D	轍	src=GB2013
U+8E4F	蹏	U+8E44	蹄	src=GB2013,Var-to-Rep
U+87C7	蟇	U+87C6	蟆	src=GB2013,Var-to-Rep
U+8B5F	譟	U+566A	噪	src=GB2013,Var-to-Rep
U+9E66	鹦	U+9E1A	鸚	src=GB2013
U+8D60	赠	U+8D08	贈	src=GB2013
U+955C	镜	U+93E1	鏡	src=GB2013
U+8D5E	赞	U+8D0A	贊	src=GB2013
U+8CDB	賛	U+8D0A	贊	src=GB2013,Var-to-Rep
U+8B9A	讚	U+8D0A	贊	src=GB2013,Var-to-Rep
U+7BEE	篮	U+7C43	籃	src=GB2013
U+7C12	簒	U+7BE1	篡	src=GB2013,Var-to-Rep
U+7BF1	篱	U+7BF1,U+7C6C	篱籬	var-also-canonical-elsewhere; reg-also-variant-elsewhere:篱; multi-target (2); src=GB2013
U+5F6B	彫	U+96D5	雕	var-also-canonical-elsewhere; src=GB2013
U+7431	琱	U+96D5	雕	src=GB2013,Var-to-Rep
U+9D70	鵰	U+96D5,U+5F6B	雕彫	reg-also-variant-elsewhere:彫; multi-target (2); src=GB2013,Var-to-Rep
U+9CB8	鲸	U+9BE8	鯨	src=GB2013
U+763E	瘾	U+766E	癮	src=GB2013
U+8FA9	辩	U+8FAF	辯	reg-also-variant-elsewhere:辯; src=GB2013
U+9939	餹	U+7CD6	糖	src=GB2013,Var-to-Rep
U+993B	餻	U+7CD5	糕	src=GB2013,Var-to-Rep
U+6FD2	濒	U+7015	瀕	reg-also-variant-elsewhere:瀕; src=GB2013
U+61D2	懒	U+61F6	懶	src=GB2013
U+5B3E	嬾	U+61F6	懶	src=GB2013,Var-to-Rep
U+7F30	缰	U+7E6E	繮	reg-also-variant-elsewhere:繮; src=GB2013
U+7F34	缴	U+7E73	繳	src=GB2013
U+6A90	檐	U+6A90,U+7C37	檐簷	reverse-dropped:簷→檐 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:檐; multi-target (2); src=GB2013,Var-to-Rep
U+78F7	磷	U+78F7,U+7CA6	磷粦	reverse-dropped:粦→磷 (Var-to-Rep preferred over GB2013); var-also-canonical-elsewhere; reg-also-variant-elsewhere:磷; multi-target (2); src=GB2013,Var-to-Rep
U+71D0	燐	U+78F7,U+7CA6	磷粦	reg-also-variant-elsewhere:磷; multi-target (2); src=GB2013,Var-to-Rep
U+77A9	瞩	U+77DA	矚	src=GB2013
U+8D61	赡	U+8D0D	贍	src=GB2013
U+7DD0	緐	U+7E41	繁	src=GB2013,Var-to-Rep
U+5E51	幑	U+5FBD	徽	src=GB2013,Var-to-Rep
