replace	cp_major	char_major	count_major	cp_minor	char_minor	count_minor	ratio_major_over_minor	types	major_sources	minor_sources
yes	U+9678	陸	229284	U+9646	陆	1	229284.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+54E1	員	212382	U+5458	员	1	212382.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+5112	儒	208829	U+3435	㐵	1	208829.000	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GH
yes	U+98A8	風	1219759	U+98CE	风	6	203293.167	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GH/AG
yes	U+9A0E	騎	202972	U+9A91	骑	1	202972.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+52D9	務	199777	U+52A1	务	1	199777.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GH/AG
yes	U+9CF4	鳴	192803	U+9E23	鸣	1	192803.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+8CC7	資	191619	U+8D44	资	1	191619.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+73FE	現	381403	U+73B0	现	2	190701.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+7E3D	總	378012	U+22C3E	𢰾	2	189006.000	kSemanticVariant	GHJKpKT1V/ATJHKMP	TF
yes	U+8F09	載	357438	U+8F7D	载	2	178719.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8CA2	貢	177909	U+8D21	贡	1	177909.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8CDE	賞	171060	U+8D4F	赏	1	171060.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+52D5	動	503094	U+52A8	动	3	167698.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GHT3/AG
yes	U+98DF	食	815149	U+98E0	飠	5	163029.800	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GHJ
yes	U+8F15	輕	320291	U+8F7B	轻	2	160145.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+6DF1	深	635850	U+23E27	𣸧	4	158962.500	kSemanticVariant	GHJKpKT1V/AGTJHKMP	G
yes	U+8B70	議	460467	U+8BAE	议	3	153489.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9322	錢	447460	U+94B1	钱	3	149153.333	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+85E5	藥	285991	U+836F	药	2	142995.500	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	GH/AG
yes	U+5229	利	695363	U+25762	𥝢	5	139072.600	kSemanticVariant	GHJKpKT1V/AGTJHKMP	GJT6V
yes	U+640D	損	137553	U+635F	损	1	137553.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+9298	銘	137227	U+94ED	铭	1	137227.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+7E8C	續	136118	U+7EED	续	1	136118.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATHKMP	G/AG
yes	U+88DC	補	256234	U+8865	补	2	128117.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	GH/AG
yes	U+932B	錫	126749	U+9521	锡	1	126749.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8CC8	賈	125459	U+8D3E	贾	1	125459.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+984D	額	123523	U+989D	额	1	123523.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+66F8	書	2337514	U+4E66	书	19	123027.053	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8A63	詣	120881	U+8BE3	诣	1	120881.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+9802	頂	120329	U+9876	顶	1	120329.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+5BE9	審	119990	U+5BA1	审	1	119990.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8CC0	賀	117920	U+8D3A	贺	1	117920.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+56B4	嚴	351944	U+4E25	严	3	117314.667	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
yes	U+8F3F	輿	116282	U+8206	舆	1	116282.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1/ATJHKMP	G/AG
yes	U+5C0E	導	114304	U+5BFC	导	1	114304.000	kSimplifiedVariant,kTraditionalVariant	GHJKpKT1V/ATJHKMP	G/AG
